open_time,open,high,low,close,volume
1700006400000,35604.45,37982.74,35422.0,37883.87,3192.31681
1700092800000,37884.0,37947.7,35558.83,36211.0,3216.67717
1700179200000,36212.47,36811.0,35919.18,36659.36,2625.04991
1700265600000,36659.99,36888.0,36243.72,36626.38,941.64625
1700352000000,36628.31,37550.0,36440.01,37404.98,1161.63806
1700438400000,37409.0,37786.74,36750.0,37499.01,2409.17934
1700524800000,37501.37,37694.99,35810.43,35819.5,3299.41445
1700611200000,35819.51,37898.98,35717.65,37454.52,2966.51726
1700697600000,37454.01,37685.0,36919.22,37341.7,1643.10043
1700784000000,37341.72,38457.6,37306.0,37771.0,3148.86013
1700870400000,37771.03,37939.33,37670.02,37841.02,655.09153
1700956800000,37841.02,37873.78,37234.84,37533.72,1198.65574
1701043200000,37533.72,37658.34,36875.0,37364.76,1991.95369
1701129600000,37364.75,38445.0,37002.25,37901.06,1955.42487
1701216000000,37901.19,38500.0,37671.06,37950.0,1933.00795
1701302400000,37950.0,38228.09,37571.02,37789.0,1218.80989
1701388800000,37789.33,39002.34,37681.66,38730.01,2234.18223
1701475200000,38733.46,39777.0,38695.64,39520.63,1390.50764
1701561600000,39516.42,40312.0,39351.94,40033.17,1419.70608
1701648000000,40033.17,42514.72,40031.63,42129.74,3468.23887
1701734400000,42129.73,44573.26,41515.03,44182.89,4466.59125
1701820800000,44182.9,44368.0,43515.97,43890.69,2824.34935
1701907200000,43888.41,44163.0,42968.76,43359.93,2205.26809
1701993600000,43361.8,44844.0,43170.0,44250.0,1918.60671
1702080000000,44250.0,44434.99,43626.73,43775.98,1240.95911
1702166400000,43775.98,44108.49,43639.89,43850.0,841.14466
1702252800000,43850.0,43868.72,40327.34,41354.98,2876.18503
1702339200000,41354.0,42156.85,40742.08,41551.11,1806.79944
1702425600000,41551.11,43500.0,40680.0,42935.01,2134.16864
1702512000000,42938.71,43455.0,41489.18,43069.65,1318.47159
1702598400000,43069.66,43125.26,41705.0,41993.0,1147.91423
1702684800000,41999.99,42755.0,41695.5,42393.41,1239.03882
1702771200000,42398.99,42484.1,41324.73,41476.34,1028.19964
1702857600000,41483.62,42800.0,40618.13,42694.69,1709.72076
1702944000000,42694.58,43477.52,41700.02,42203.0,1637.69762
1703030400000,42204.0,44285.0,42165.0,43670.0,3669.12108
1703116800000,43670.67,44234.99,43300.0,43855.94,1532.24699
1703203200000,43855.95,44380.0,43417.51,43966.98,1233.74812
1703289600000,43966.99,43986.99,43304.24,43709.99,707.2909
1703376000000,43709.99,43942.34,42700.0,43078.05,1036.65696
1703462400000,43077.0,43880.22,42826.99,43696.77,1101.25069
1703548800000,43696.77,43709.4,41670.0,42552.5,1088.00425
1703635200000,42552.5,43654.16,42158.14,43416.65,934.70588
1703721600000,43413.32,43774.0,42270.0,42567.0,1021.09301
1703808000000,42565.01,43100.0,41323.47,42077.2,1296.07388
1703894400000,42074.01,42636.36,41525.45,42170.25,695.66963
1703980800000,42170.24,42947.99,42048.41,42416.75,722.52878
1704067200000,42416.75,44275.0,42299.35,44262.48,866.72108
1704153600000,44266.18,46019.99,44228.72,45063.0,2329.77156
1704240000000,45067.0,45521.82,40800.0,42902.72,2271.7154
1704326400000,42902.99,44709.0,42675.0,44123.0,1735.71366
1704412800000,44126.96,44347.0,42502.0,44144.99,1949.64418
1704499200000,44145.0,44204.02,43405.0,43965.97,623.68208
1704585600000,43960.2,44500.0,43661.0,44033.0,989.69399
1704672000000,44032.99,47351.7,43285.0,47125.0,2499.3197
1704758400000,47125.0,48450.0,45111.0,46310.02,2576.60437
1704844800000,46318.79,47872.09,44538.43,46829.99,2749.48721
1704931200000,46838.26,49111.0,45811.01,46536.27,3038.27599
1705017600000,46536.27,46705.21,41750.0,42984.0,2064.55472
1705104000000,42986.0,43461.52,42649.53,43062.97,857.17269
